8.577075098814229692e-01,6.958333333333333037e-01,0.000000000000000000e+00,3.333333233333335421e-01,0.000000000000000000e+00,2.851708978588588309e-02,5.522962365123002763e-04,2.484468069287697201e-02,3.926417447517747874e-04,4.156984404554125989e-01,3.824959407009395629e-01,4.985272275513458196e-01,3.593140807696311168e-01,4.720149456414285960e-01,6.270588492525950297e-01,1.480076288576271382e-01,4.985272275513458196e-01,3.189963699999999736e-01,1.684872660505547237e-01,6.000000000000000000e+00
4.426877470355731203e-01,4.958333333333333481e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.505703211265151970e-03,2.530196374293347907e-04,7.453414493576739595e-03,2.633922129681654976e-04,6.196746977436003168e-03,0.000000000000000000e+00,1.693667174567988279e-02,7.794231947179050025e-04,7.891791071654321588e-01,1.847058871487889109e-01,5.388994461943116265e-01,1.693667174567988279e-02,1.000000000000000000e+00,1.546037201580651721e-01,3.000000000000000000e+00
7.944664031620553013e-01,1.250000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.231950781564481290e-02,7.786502700766669569e-04,2.484473882951932985e-02,7.397930562833231454e-04,8.577330707275933053e-01,8.160453591251650707e-01,9.263623716762712235e-01,8.238502938784006968e-01,2.723880997368557932e-01,6.635293902145330547e-01,2.922201097364698352e-01,9.263623716762712235e-01,1.993468300000000026e-01,1.249455168256750764e-01,2.000000000000000000e+00
1.225296442687747039e-01,6.750000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.893534581098404390e-02,1.796470853016340170e-03,2.012422235253277236e-01,4.868604091883219250e-03,3.038988056978715879e-01,2.884927195177692250e-01,3.505154687001806324e-01,2.689010235728441778e-01,6.305970238847736775e-01,4.270588386643597301e-01,3.092979255461258958e-01,3.505154687001806324e-01,2.669139200000000267e-01,1.754873351329449827e-01,6.000000000000000000e+00
2.371541501976284494e-01,7.750000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.942964807500428714e-02,1.528007648138826526e-03,5.838508034875276864e-02,1.388893356550880819e-03,3.457268472727141329e-01,3.225283494532281137e-01,4.079528784392276730e-01,3.016367793721970170e-01,5.634328632003223758e-01,5.117647205190311022e-01,2.409867135408978733e-01,4.079528784392276730e-01,3.029245700000000041e-01,1.715561358215193233e-01,6.000000000000000000e+00
5.849802371541501511e-01,7.249999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.323193264468158853e-02,1.076973665104933101e-03,6.832297140851109618e-02,1.388892851620305820e-03,3.439194436535846222e-01,3.306320837166294990e-01,3.946980920861701270e-01,3.024161947804770989e-01,6.324626936156436674e-01,4.564705843737024704e-01,2.599620777232480306e-01,3.946980920861701270e-01,2.758892000000000011e-01,1.832245124801996639e-01,6.000000000000000000e+00
7.747035573122529328e-01,9.083333333333333259e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.752850579016563992e-02,1.587217399616665421e-03,2.608694446664941435e-02,4.087531416694361458e-04,1.236767350480785510e-01,1.029173420009509010e-01,1.185567075216737293e-01,1.488698231061629518e-01,6.511194077153875659e-01,1.364705933737024035e-01,7.571157722420055469e-01,1.406480026461855437e-01,3.357167999999999819e-01,9.562043834833154898e-01,7.000000000000000000e+00
1.106719367588932801e-01,4.166666666666666852e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.330798367447840434e-02,2.427509764868736927e-04,1.366459517611210046e-02,1.095352358536716902e-04,3.769687622608447475e-02,5.024311304897174230e-02,4.197349122258106635e-02,2.104442646782769821e-02,9.085820941948372642e-01,1.611764746989619024e-01,4.554079838299204819e-01,4.565537595246409175e-02,5.641534299999999558e-01,3.603223923223359271e-01,1.000000000000000000e+00
0.000000000000000000e+00,2.916666666666666852e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.163498387066472683e-01,2.696889963925243050e-01,2.062111623471327704e-01,1.481343392417472371e-01,1.487219302470001725e-01,1.021069700332817715e-01,2.025036767120494963e-01,1.363990643367400113e-01,4.645522499269044148e-01,4.247058786782006989e-01,4.819734526984937872e-01,2.025036767120494963e-01,5.952821999999999836e-01,1.016956746953050772e-01,3.000000000000000000e+00
2.687747035573122556e-01,3.083333333333333481e-01,0.000000000000000000e+00,3.333333233333335421e-01,0.000000000000000000e+00,1.064638926657901774e-01,8.275947083365601392e-03,8.819874234790418821e-02,6.809882541452877067e-03,1.494965228349039166e-01,1.491085952115769608e-01,1.863033785986496493e-01,1.106780963155698655e-01,7.835820929355089559e-01,3.435294156262975740e-01,2.884250642244777230e-01,1.863033785986496493e-01,4.374039800000000255e-01,2.323948061122554087e-01,1.000000000000000000e+00
