1.511223969524543853e-01,2.128850542383674271e-01,8.246378617106147058e-01,6.121193933605022508e-01,6.304823165775357285e-01,3.270058695146852989e-01,4.486663368600232737e-01,1.682571948696913178e-01,6.173220532907517377e-01,2.325527856020369877e-01,1.576433840059076052e-01,5.761668226865775955e-01,7.476881196185752865e-01,5.985037119116269899e-01,5.747745934891251851e-01,2.866970732634911423e-01,6.506370545005071282e-01,6.981641292727225334e-01,6.227841463852611392e-01,7.111984389088219505e-01,1.369150653479830060e-01,4.196485374060660578e-01,3.171488772759522012e-01,5.937148262220949269e-01,6.279069014285815209e-01,5.962687482403332684e-01,6.401673629489033068e-01,6.430700625960541483e-01,7.661461416817850756e-01,2.955959198183027437e-01,5.498170737194192359e-01,7.474408486274218832e-01,9.203488607996972160e-02,5.411956554070974645e-01,1.523378406563274112e-01,6.872692643314262106e-01,5.539216745681355691e-01,4.672779153337720537e-01,5.099961024356086670e-01,4.694612591030045134e-01,4.361703027175651837e-01,5.060175315326620460e-01,1.633682885009032359e-01,3.230586474932460317e-01,3.732541649367291381e-01,6.045159215952502496e-01,3.033634537092214645e-01,1.784579569711146618e-01,3.240854499710973391e-01,4.028095578224251128e-01,8.358365797533209851e-02,3.278696186945928570e-01,6.902572119447283328e-01,4.268162287193010829e-01,4.127206035735545009e-01,4.778340226628771115e-01,5.716794697700629257e-02,2.288253558658799591e-01,5.311629504180752637e-01,1.511030098240613018e-01,2.426084878740042694e-01,1.697015486246581106e-01,4.328430116573174780e-01,4.837831234776144851e-01,4.476956287158586484e-02,2.566988888013994052e-01,4.052283247995793758e-01,1.629406788754819979e-01,4.349111192840809381e-01,0.000000000000000000e+00,4.268162287193010829e-01,4.223144488586835221e-01,3.362992825855748991e-01,2.392497188842727385e-01,3.653809659370335639e-01,3.096998615478888661e-01,7.057376421501192487e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.557504048982288059e-01,1.882256614020725860e-01,7.764546313144566891e-01,6.010701185068966224e-01,5.852468543159261571e-01,3.118868080852227331e-01,4.298993947984989794e-01,1.549249289072378577e-01,5.901727056841290509e-01,2.053624019653238209e-01,1.597209036469230403e-01,5.595559546532822282e-01,6.885446024157332312e-01,5.595976477221510370e-01,5.027661255382079863e-01,2.706878056149476519e-01,5.879255311091459157e-01,5.916055440918283059e-01,6.293109749226466487e-01,6.890947174861389302e-01,1.289106719553416436e-01,3.836692684176746249e-01,2.915829300181758676e-01,5.480316015229029780e-01,5.787356747879667251e-01,5.842336074458661654e-01,6.143549299094512861e-01,5.861799020263359639e-01,7.245928502610563537e-01,2.518395649967124506e-01,4.919691945142675160e-01,7.019760587546411967e-01,7.558929904405466138e-02,4.676500074356934045e-01,1.374505032172938512e-01,6.210331081532701747e-01,5.121165770752980073e-01,4.098970269634901742e-01,4.576939042730595597e-01,4.100461892209079084e-01,3.831009112830806029e-01,4.474960038415463637e-01,1.455944311436244976e-01,3.227355332803610866e-01,3.769143983764119410e-01,6.189179771880876091e-01,3.020588901483264865e-01,1.774518127761857134e-01,3.240042098860207997e-01,3.865239182640055615e-01,8.451360157892560954e-02,3.264260780760686598e-01,6.648943138980338841e-01,4.299524833062237650e-01,4.632508447373611116e-01,4.880283609869476291e-01,7.510291751416112160e-02,2.519113305502692635e-01,5.768280784130097594e-01,1.495549107880463358e-01,2.858596732465993329e-01,2.124205617502421817e-01,4.723271319079347386e-01,4.776403064554001765e-01,5.445212746045846597e-02,2.260883732173015193e-01,4.334711066941205337e-01,2.200099943939683167e-01,4.137426444025059102e-01,0.000000000000000000e+00,4.299524833062237650e-01,4.066419784566517315e-01,3.652078095425749238e-01,2.333932471879026638e-01,3.745659216719807172e-01,3.167863027202764137e-01,7.497710473090112293e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.534585878056265729e-01,2.056961504178235478e-01,7.935719238742304782e-01,5.589106815609586887e-01,5.759096870692306247e-01,3.063694225000794247e-01,4.413813114168225749e-01,1.534848499411345657e-01,6.071018009936545168e-01,1.991944403434911526e-01,1.545540590981385465e-01,5.419381244076403314e-01,6.709049417986180375e-01,5.605734084490637814e-01,5.544826149429467055e-01,2.838478320074817041e-01,5.904433191596244468e-01,5.815584202451389295e-01,6.697527174364408253e-01,6.709066195170004798e-01,1.286506698244581082e-01,4.155785481622439881e-01,2.926758444608822951e-01,5.499826278745911790e-01,5.999250354667909901e-01,5.807896337009473831e-01,6.257559449156484543e-01,6.135022516729113917e-01,7.303843030243222234e-01,2.705601086864954929e-01,4.724435665043419386e-01,7.107178697516095545e-01,7.644502167038839946e-02,4.706880877627832027e-01,1.374747059155609075e-01,6.161423617353797288e-01,5.101751718110877354e-01,3.756532715308111281e-01,4.677249365478727827e-01,4.002253854927252386e-01,3.563626775495574162e-01,4.323785234094920660e-01,1.257734292712253954e-01,3.343249058215962410e-01,3.833158217431514858e-01,6.575650975440950896e-01,3.325648142952941089e-01,1.897441382262450293e-01,3.695534434240688171e-01,3.732341890182284683e-01,9.448560777435778546e-02,3.124390478830158524e-01,7.002118946084858742e-01,4.486521664280760380e-01,4.158627447540709232e-01,4.750091534839416818e-01,7.171777509933750794e-02,2.481915348228934670e-01,6.075346760479849451e-01,1.504341324238112620e-01,3.738787993642811447e-01,2.027328345324282965e-01,4.676026880541490072e-01,4.849530842823376875e-01,4.452565488332457105e-02,2.147189819312884385e-01,4.293867482424307824e-01,1.868162864584420602e-01,4.202175810736419326e-01,0.000000000000000000e+00,4.486521664280760380e-01,4.140635508683336852e-01,3.536212880527853653e-01,2.332043498586473529e-01,3.697386992694985386e-01,3.078769016236452272e-01,8.682285650338651406e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.251687355454542683e-01,1.576876359270173444e-01,6.373262694236182524e-01,4.681521079192886292e-01,4.806459261688716400e-01,3.355298367077063082e-01,4.443074959813634317e-01,1.320740364116390897e-01,4.869449827808182141e-01,2.051353410169795277e-01,1.270278621053684831e-01,5.542934312014642373e-01,6.570478546583294888e-01,6.406407431130155539e-01,4.132453451933797428e-01,2.112379038682362653e-01,5.223192557944554837e-01,6.275854825605871046e-01,6.877751517854983065e-01,5.934075909431291151e-01,1.215091107535270915e-01,4.018657850439943391e-01,3.195994958923330520e-01,3.420802497978646106e-01,4.520576369518013449e-01,5.457156060773223905e-01,6.255277882090437558e-01,4.922203970687316077e-01,6.672834856304823425e-01,2.772076936815910386e-01,4.407804403329269038e-01,5.363302377871222992e-01,7.693609283279240207e-02,4.795327560819864221e-01,1.449445925709026972e-01,6.056540195642149405e-01,5.143045739964989815e-01,3.381988726897668940e-01,4.611887008664487531e-01,4.067151133567871724e-01,4.027863676576476371e-01,4.229893578668719734e-01,2.679362394814050474e-01,2.204143975660566579e-01,3.115012320046999239e-01,5.494437121124569057e-01,3.641894058438175374e-01,1.811012949311578135e-01,2.317622349227559941e-01,3.330329941022149298e-01,7.624835630938593678e-02,3.382640284282876220e-01,6.693575230197871262e-01,3.926996410860926212e-01,3.727724810748123674e-01,3.979388745404081051e-01,5.325742554128441719e-02,2.456756466872143108e-01,5.625936988599055111e-01,1.560825347810843311e-01,2.426718837086263292e-01,1.847897287356564944e-01,3.643589070981985145e-01,4.493038794763217769e-01,1.192592402555519432e-01,2.089425318266158738e-01,4.079710805199089907e-01,1.790469007090656484e-01,4.708280582697707550e-01,0.000000000000000000e+00,3.926996410860926212e-01,4.337209325080166877e-01,2.656189452192366240e-01,2.718116969304952835e-01,4.087812396602428233e-01,3.549169883246057200e-01,7.218789560569309760e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.221462452621329964e-01,1.578376751485241203e-01,6.377867535079341232e-01,4.264668134431221502e-01,4.419766888810042760e-01,3.149758168381912027e-01,4.331004516067691879e-01,1.290859826904824648e-01,4.101943521828265160e-01,1.891516559461727809e-01,1.175717181567099284e-01,5.321608215191767632e-01,6.089700483150325416e-01,5.512358370863501555e-01,4.017055823547624471e-01,2.003640374569956861e-01,4.864892347704427578e-01,5.798392801593823531e-01,6.981269308608596402e-01,5.577012519716936234e-01,1.124073724565246707e-01,3.813475813344727738e-01,2.971959031668333640e-01,3.587456064638949171e-01,4.339090972229966425e-01,5.199768283503604094e-01,5.996229185111732196e-01,4.715240721993015360e-01,6.276852931982506156e-01,2.398740799014326130e-01,4.103947826420401568e-01,5.191858327673324336e-01,6.764531065689402545e-02,4.365219342797493907e-01,1.212607509893409430e-01,5.482367020108447342e-01,5.012944587169390065e-01,2.833037428666901336e-01,4.166981132183324443e-01,3.725482764146235692e-01,3.537120111436939940e-01,3.743572078266855230e-01,2.628393320185910542e-01,2.125209746260341426e-01,3.173997206409076566e-01,5.595512444128265539e-01,3.761989959238187797e-01,1.818047820299000528e-01,2.587197375989301329e-01,3.371261010250339862e-01,7.969660233731321042e-02,3.302192012444857827e-01,6.865237165062428870e-01,4.101871619795101620e-01,3.850076576670461992e-01,4.221954672382290386e-01,8.016207961450864949e-02,2.347618862679777818e-01,6.562998185766563131e-01,1.470440566107868996e-01,3.255972112225012927e-01,1.876248615520100249e-01,3.933316589195747226e-01,4.803340967166597197e-01,1.169646584148012342e-01,2.155278341428838174e-01,4.803418086572672219e-01,2.457023194462655824e-01,4.608034585966503949e-01,0.000000000000000000e+00,4.101871619795101620e-01,4.315065935293394550e-01,3.503813815596448222e-01,2.469581206037640975e-01,3.890140117650427443e-01,3.584898716807297103e-01,8.120530456583251455e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.274460868393473834e-01,1.623962699382780206e-01,6.602641677250401520e-01,4.347715775238931157e-01,4.551652128453579360e-01,3.264757213197995722e-01,4.434014953446861473e-01,1.302736701826487375e-01,4.258564718026851548e-01,1.782740538385345075e-01,1.220718815342007879e-01,5.386475848609956207e-01,6.103535178691754659e-01,5.234994711345354323e-01,3.953276778052173257e-01,2.121335812506427720e-01,5.105093560209704728e-01,5.616236654572409615e-01,7.206195264418182589e-01,5.439311887452514815e-01,1.133492775237030237e-01,3.863325122056331939e-01,3.209571175104298790e-01,3.165617038932180272e-01,4.488230909307467376e-01,5.578466495735466824e-01,6.000194800188471955e-01,5.102118383008378277e-01,6.297985354595256879e-01,2.502334435610322205e-01,3.914998310450275021e-01,5.233391633461301762e-01,6.672246551995024422e-02,4.275536611864654279e-01,9.696389441557567990e-02,5.299357492521300506e-01,5.050555520354703676e-01,2.693877544309882799e-01,4.185939684127195082e-01,3.628348932903553425e-01,3.263685497187336915e-01,3.614105684558226450e-01,2.519493928124476034e-01,2.232476383122257713e-01,3.260697023846936826e-01,5.665648663098703519e-01,3.721777847778172110e-01,1.679861383791798890e-01,2.919691838395260253e-01,2.955749570648470992e-01,8.754573324403973344e-02,3.152528534583758368e-01,6.604724457602766385e-01,4.286855958960770208e-01,3.627127620480155579e-01,4.665099441151467352e-01,6.767922111610071012e-02,2.284514218824231779e-01,5.712573786852642721e-01,1.375335468469399136e-01,3.212239304399526763e-01,1.567833813566802403e-01,3.777185998018629531e-01,4.770001924594353127e-01,1.244003318473594077e-01,1.478486006482133686e-01,4.245567217136440585e-01,1.709329779564642271e-01,4.665517671814125578e-01,0.000000000000000000e+00,4.286855958960770208e-01,4.266407796834576494e-01,3.617182397043023911e-01,2.431558391002122121e-01,3.902674936024313479e-01,3.435117396594007388e-01,7.969286646291329212e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.192329424681326522e-01,1.392851015093252709e-01,5.956555450455678358e-01,4.134616286875877900e-01,4.055722314978333354e-01,3.403363459621205345e-01,4.741117705737749599e-01,1.092169157213688929e-01,4.289649352776306324e-01,2.081172762903788220e-01,1.055569934116850489e-01,5.609228158755587001e-01,6.360372303171333286e-01,5.504663167288890158e-01,3.789836522354806947e-01,1.803870719388020183e-01,4.925806156983815187e-01,5.793876820308886400e-01,7.234768474185886422e-01,5.204307506620963197e-01,1.267056922385940143e-01,3.926297111266849882e-01,3.516389173655720124e-01,2.646558745914629474e-01,3.609462775333070472e-01,5.218523417953895294e-01,6.312040725612777514e-01,4.811215663855132330e-01,6.157513275415937848e-01,2.769665051639668696e-01,4.280562381496956226e-01,4.532904470939177477e-01,7.746210888980145648e-02,4.760633489826561204e-01,1.503157457618657655e-01,6.166762462404139500e-01,5.298717991545159878e-01,3.004483436484098879e-01,4.570952699868373603e-01,3.922068957064041572e-01,4.053799100482230466e-01,3.772380496756840285e-01,3.346484930330795859e-01,1.388253168010396832e-01,2.680932202309441181e-01,5.028722856498446525e-01,4.222028110448549643e-01,1.745200921001493488e-01,1.973572834725130787e-01,2.502392876464748506e-01,6.775812962536943707e-02,3.140995209971359503e-01,6.473611281028670561e-01,3.342290688120687636e-01,3.924196300324648834e-01,3.237495254007858869e-01,3.898238973933468299e-02,2.246049110106292379e-01,5.151197191139184062e-01,1.555704643801009979e-01,2.171381592847972386e-01,1.293620979940521554e-01,2.802050228735985526e-01,3.921641363192879814e-01,1.010861096168782641e-01,2.425613194827461461e-01,3.521785478011040804e-01,1.271658359239808411e-01,5.028300433745420683e-01,0.000000000000000000e+00,3.342290688120687636e-01,4.345843205222010841e-01,2.947676857142507156e-01,2.860353619235392886e-01,4.343916866957300837e-01,3.805217632789385518e-01,6.103787872271984050e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.145472029152995452e-01,1.351871304554310982e-01,5.563698609317121457e-01,3.829324138538274247e-01,3.752690358964835826e-01,3.186079137129274597e-01,4.569770990898966434e-01,1.084933428648704179e-01,3.980224564847061886e-01,1.751430812633331946e-01,1.029748669561479507e-01,5.232211371299588798e-01,5.925978151886683865e-01,4.976077326070130202e-01,3.507484477230569109e-01,1.743017601113888149e-01,4.573188623222795846e-01,5.170116522652631330e-01,7.091924712822506027e-01,5.042704315428760964e-01,1.089834970402812631e-01,3.958346616302433896e-01,2.826326379309574977e-01,2.514693572725874571e-01,3.487966220432682229e-01,5.013801804083659608e-01,5.993567615991431952e-01,4.405367983030916146e-01,5.951747865662420089e-01,2.637646033647165766e-01,3.522457932959486282e-01,4.502897195667195374e-01,6.706405471835763521e-02,4.333532391539681172e-01,1.345499774002059390e-01,5.515985139602417320e-01,4.857516440084312381e-01,2.397247839147246817e-01,4.128924578235656506e-01,3.427979166809779210e-01,3.124880437932341937e-01,3.204119143015081161e-01,3.099016890677629976e-01,1.503176034998079391e-01,2.528916821241458668e-01,4.869884593741279910e-01,4.300840230641719830e-01,1.687498020023073253e-01,2.287698742174830435e-01,3.098096893826954301e-01,7.099267469152149845e-02,3.210668581648246089e-01,6.548193460901260421e-01,3.523679253862861960e-01,3.682833286936218475e-01,3.664487469804372233e-01,4.608813393923204965e-02,2.359751110343707992e-01,6.167234890508136447e-01,1.331771006650463718e-01,2.759263956745038882e-01,1.438729670364846669e-01,3.074945005926711938e-01,4.566125341423874495e-01,1.000397153798466970e-01,1.682283280403176207e-01,4.250142239417522561e-01,1.763263522314110487e-01,5.000158980144800980e-01,0.000000000000000000e+00,3.523679253862861960e-01,4.408086478325645152e-01,2.473354528182089562e-01,2.571591766796119116e-01,4.314256195401094951e-01,3.851371114940905782e-01,6.908384397863553961e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.016365444156558800e-01,1.243240609794677293e-01,5.302367510217991242e-01,3.275469323181561809e-01,3.449081584238065656e-01,3.026088636973338075e-01,4.099857862329283620e-01,8.456039954231721334e-02,3.508801903105242537e-01,1.465187386160429761e-01,9.582882699049316555e-02,4.868534700895640888e-01,5.152023702946020300e-01,4.630966870829759663e-01,2.732352933992038269e-01,1.570325520752363369e-01,4.294098065399860054e-01,5.029904972914744921e-01,6.639948734555090049e-01,4.797272734395781058e-01,9.181729062382956719e-02,3.105583696935748095e-01,2.756009520367488363e-01,2.217329859945592063e-01,3.203662425234250488e-01,4.735838789531136572e-01,5.401275510307351757e-01,3.930134811641790016e-01,5.440946402381412472e-01,2.364346668080228586e-01,2.911916870844255545e-01,3.945235266133357843e-01,5.558989939010872128e-02,3.728662746111709447e-01,9.447186143362086563e-02,4.907752857459546370e-01,4.330496700880909211e-01,2.043867697121269922e-01,3.749881442678829613e-01,2.839062536970661799e-01,2.545309707023018508e-01,2.473890564178206075e-01,2.911411823910290964e-01,1.617628202587691466e-01,2.745014752880355346e-01,4.404794014799708335e-01,4.334858608372076927e-01,1.780774477637056541e-01,2.367203916501443017e-01,2.878480566014147701e-01,7.556649381478064420e-02,3.123753038700511908e-01,6.290687585864065401e-01,4.141357581693018708e-01,3.462283018056193651e-01,3.767557344907684347e-01,5.474701581585054294e-02,2.406533130743865878e-01,5.576324089521208505e-01,1.292287833218210558e-01,2.839076507671802752e-01,1.209382663111240874e-01,3.179398590195346430e-01,4.502030084882268079e-01,8.076849042588085670e-02,1.711634468617480309e-01,4.062261176661400852e-01,1.507190387612749871e-01,4.949680700958227209e-01,0.000000000000000000e+00,4.141357581693018708e-01,4.112219726831118360e-01,3.534421928490207865e-01,2.609050345221510248e-01,4.233822524248611607e-01,3.823012129752307864e-01,8.087285273091605609e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
9.932386475566251649e-02,1.077227073532428525e-01,6.473683331308918154e-01,3.154080949191149785e-01,2.759145484086582556e-01,3.455400439288345837e-01,4.902726135953150988e-01,6.108793495051199895e-02,3.891791752328322973e-01,1.733360428359075056e-01,8.963908290558765535e-02,6.163542470711677046e-01,6.260026442683953585e-01,5.656669373723151040e-01,2.679837619942996851e-01,1.439840430088047130e-01,4.350267511664893672e-01,4.874216997253377204e-01,7.154617848906626998e-01,4.527953633528441491e-01,9.626692390552096801e-02,4.799807903352862892e-01,4.115594892845846342e-01,1.771867716891833422e-01,2.552824236854708273e-01,4.719509050746392709e-01,6.201997422686081896e-01,5.753485072065516182e-01,5.455204182357854537e-01,3.386994074175170844e-01,3.647452502205477121e-01,3.095536163876584368e-01,9.472615088278434070e-02,4.885532027657587539e-01,2.360000613970510974e-01,6.005397095837716748e-01,5.227344065509189619e-01,2.757125211781582541e-01,4.397596484598383926e-01,3.884347198764911968e-01,4.254837846927068679e-01,3.886845523659497870e-01,3.753633059652746184e-01,1.111128758911373582e-01,2.199431342551765589e-01,4.934189805115157257e-01,4.770857385471782841e-01,1.896503048446190054e-01,1.726864499524753405e-01,1.998587775179028192e-01,6.605512742877032994e-02,3.384749109663862110e-01,5.850327025902066769e-01,2.846766791561838872e-01,2.232722503091279509e-01,3.161104484992851016e-01,4.214541928573572321e-02,3.173138030084498018e-01,5.134162609728268878e-01,1.627321678617495437e-01,2.096134083505984957e-01,1.582385106275838171e-01,2.512887221313721553e-01,3.665621127061471363e-01,2.475809511000900687e-01,1.915851039495759522e-01,3.603277191460361184e-01,1.662591391835282761e-01,6.513028718062016109e-01,0.000000000000000000e+00,2.846766791561838872e-01,4.557243380810786504e-01,3.117345089824928861e-01,3.045941691392680672e-01,5.235737611921046364e-01,4.646832258619750244e-01,6.028480061043148819e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
