3.973669109024524637e-01,5.447247078954043920e-01,3.219784657334884836e-01,3.049154202179749085e-01,2.376037950888826022e-01,4.754721759304642581e-01,3.476346375451208059e-01,5.801490469705948838e-01,8.456100761333488203e-01,5.764946054098684103e-01,7.422325418068588254e-01,6.268719866054125456e-01,6.733983895102737538e-01,4.741091667824202105e-01,5.127656914228558849e-01,4.878896078785221468e-01,5.384150215011728191e-01,3.327571254794456368e-01,4.200526935960068875e-01,3.941886649987902391e-01,3.437396880962970691e-01,4.470844353917614034e-01,5.145239059395217973e-01,4.597133150068395402e-01,5.279501539302113855e-01,3.914082500736602022e-01,4.553784382024399502e-01,3.402062050717857833e-01,3.726856808088344075e-01,6.225961214478631378e-01,4.275914577097753022e-01,4.269839922458431025e-01,6.033281412076588746e-01,4.704463424258553128e-01,4.741348172770249447e-01,4.408859684917807997e-01,4.366220931118366955e-01,5.760267897472959309e-01,5.089526641997825784e-01,4.266910295167338774e-01,6.216031052997139650e-01,4.321378289941017470e-01,4.779188186470406108e-01,5.480708999264324310e-01,5.259028045078433244e-01,5.808001883899335249e-01,4.672923468818855897e-01,4.899173971041491660e-01,6.152769994483229254e-01,5.080105603738132025e-01,5.280158376634025430e-01,4.269385148467922386e-01,5.617306964428914196e-01,4.287062389931953210e-01,5.811516649622820996e-01,5.766131292134901720e-01,5.441235521884411064e-01,5.626169620823059381e-01,4.135999672276686190e-01,4.637194705390880745e-01,1.000000000000000000e+00
7.393607731268550531e-02,1.108729065215552506e-01,1.706508658086544894e-01,3.621943454608415602e-01,1.990534479951451552e-01,3.869596118027644471e-01,5.799812266764349244e-01,8.847574160482538641e-01,5.825931479986157235e-01,7.241948748955702175e-01,5.512413958671497083e-01,6.905505371787650226e-01,4.248205229724772436e-01,4.461510271513138282e-01,3.029038509627406950e-01,2.177195854494830829e-01,3.391168637607505643e-01,5.976905123593673208e-01,6.252108405820127057e-01,5.283827005240250285e-01,4.625878155741429132e-01,3.314760035283867423e-01,6.183407573431776161e-01,4.820344394279972855e-01,5.060573902262196500e-01,5.694214195174617243e-01,3.866286884355142339e-01,4.850572744566989947e-01,5.374689289581452423e-01,4.209964422985423282e-01,6.156921628587183060e-01,5.447769001928669530e-01,4.561106485577179348e-01,4.234434688868379260e-01,4.289730624787035929e-01,5.120040125139325715e-01,5.771217299888776742e-01,3.877696837298687527e-01,4.582690479489865409e-01,4.011157489016216049e-01,6.303824448536562430e-01,4.377747094893671420e-01,3.963416629313767925e-01,4.341419486835548236e-01,5.599538257515176420e-01,4.783900033086340153e-01,4.371687481666798880e-01,5.197658007356723564e-01,5.003414686043143877e-01,5.021091283567670205e-01,5.472557732811433873e-01,5.344554180459892834e-01,4.432389008246314099e-01,4.824886094609010523e-01,5.607502363823982927e-01,4.432962149734658297e-01,4.840112745783587411e-01,5.766660987970718688e-01,5.150245242203425056e-01,4.759804154115273578e-01,1.000000000000000000e+00
6.150583421352474600e-01,3.541367183808276642e-01,1.244757369668909042e-01,4.453331248161516986e-02,1.984021846923520738e-01,2.626458190373492374e-01,3.314102123827620816e-01,7.626668341057770695e-01,4.842650536394048078e-01,5.827002532320403327e-01,7.052181983008517507e-01,5.636197683852597340e-01,4.472515123814403970e-01,3.040226029441753797e-01,1.852025506376594466e-01,5.584895202248060242e-01,4.606687353401094365e-01,5.084685093677427936e-01,5.092478584951873888e-01,6.002600185575615033e-01,3.714604764159290529e-01,4.967594589177140030e-01,6.154001902304424565e-01,5.262194112257818635e-01,3.451903375957466880e-01,4.979518626291273842e-01,5.029431494967966376e-01,3.954917354316466183e-01,4.907611130011703127e-01,4.987524969460782054e-01,4.749804772126032804e-01,3.799003883000668935e-01,4.292580721464455684e-01,4.058764478875513393e-01,5.244874843382936191e-01,3.680036706633149635e-01,4.627913236466686397e-01,3.889687343445874523e-01,4.230633412394146919e-01,5.915421443374427879e-01,5.605136218550249572e-01,5.243165043386580626e-01,4.259184575361594227e-01,4.742678330722516211e-01,5.332356639059556702e-01,4.564427907835665321e-01,4.940969926482225993e-01,6.147778627861195666e-01,5.913956442943021363e-01,4.636110340124370843e-01,5.656350109608085930e-01,4.608821179078699259e-01,4.248326513003889415e-01,5.477659392507756575e-01,4.315145285396854713e-01,4.988009495259219661e-01,5.273008176830333849e-01,5.710593258411045259e-01,4.759560532819410161e-01,5.156679850462265735e-01,1.000000000000000000e+00
1.472650304809588750e-01,3.488940066951516372e-01,4.852166820597090813e-01,9.341569762029768020e-02,2.024244756590339867e-01,1.287169558540011971e-01,4.519982905591551359e-01,6.445830177498538260e-01,7.088800611373861082e-01,5.831293498860617985e-01,6.019399385841387451e-01,6.195888089049201852e-01,4.967598064617552156e-01,4.132366718583296850e-01,3.852275568892223889e-01,2.117804016602644890e-01,2.390081362392494357e-01,5.822463957907725307e-01,3.592988309435860006e-01,5.464643591127464894e-01,5.244138056364566758e-01,3.512528764877929643e-01,6.224208236413120154e-01,5.086973862921737588e-01,4.491757115988778137e-01,5.805835049319858499e-01,4.061693381345399811e-01,5.266639107069036596e-01,3.596858677714536712e-01,4.159708979939073514e-01,4.801803165394393780e-01,4.613387765093265314e-01,5.374855517436348817e-01,4.404538174480040480e-01,6.129088866045421247e-01,5.880382745767006591e-01,3.996942657044330605e-01,4.587929009633468502e-01,4.444239682955088422e-01,4.840431423996618410e-01,5.560808439437171513e-01,4.446716660519254849e-01,5.237377183863390906e-01,4.987363520844302900e-01,5.886099439159648838e-01,4.104976926348805066e-01,6.016017525188357418e-01,5.419812088754391022e-01,5.924724146870845587e-01,5.323024613729896437e-01,5.827018126195907533e-01,4.962975528508218881e-01,4.708724697096806633e-01,5.324451500022313599e-01,5.760936974877962635e-01,5.386473490118030005e-01,5.217742695442931788e-01,4.260368101873873159e-01,4.426533115340263169e-01,4.552671555580630747e-01,1.000000000000000000e+00
2.641821705104001605e-01,2.854044697350291426e-01,4.161239119917796159e-01,9.427583099682383672e-02,7.977605423247136063e-02,2.788002810182008684e-01,7.445110922869114800e-01,8.611210310063222018e-01,4.603183758218941102e-01,8.079694951287778037e-01,5.663588707221201002e-01,5.010554955532243726e-01,6.556428276147168166e-01,5.487331652692523098e-01,2.196392848212053717e-01,3.782225630977854025e-01,5.096022283033621036e-01,4.667370920710307014e-01,5.182322490103401513e-01,3.981235061561652633e-01,4.124665834540872655e-01,5.007728750659997674e-01,6.373520299094992403e-01,5.411617469738305708e-01,3.509860989986656188e-01,5.599441771843752802e-01,4.250808303897752327e-01,5.363034633332797174e-01,5.862915679858695661e-01,4.814295825469646073e-01,5.959032501386761771e-01,5.608616431784936296e-01,4.284849614956846020e-01,5.069484428885917549e-01,4.844246043514489064e-01,4.981290236462894705e-01,4.024773619497924448e-01,5.898836263889687404e-01,5.569739235213777562e-01,5.523479298955386030e-01,5.318267355808021790e-01,4.641062838788851397e-01,5.984454886173198318e-01,6.059471990158334931e-01,5.790330344072378566e-01,4.321496511797902063e-01,4.858362548669687975e-01,4.073073991406799266e-01,5.592319831026835164e-01,5.972716591908010519e-01,4.645072810596626023e-01,4.835583074099666923e-01,5.947137745269907017e-01,4.688766591499987646e-01,5.876412835720191685e-01,4.989504027140699294e-01,5.702752440054285055e-01,5.586187951524762552e-01,4.998184070445837457e-01,5.407331096243404023e-01,1.000000000000000000e+00
1.250343066725437824e-01,3.124188598345610246e-01,1.915734088192136697e-01,4.239861782896378606e-01,4.181554447092256099e-01,2.266199392216449726e-01,5.466356830513520171e-01,4.959481043407281131e-01,6.606550640212250913e-01,5.570844832798587110e-01,6.447948803393996897e-01,5.827627370020309616e-01,4.851265509551729860e-01,4.747918655408541744e-01,3.465210052513127970e-01,2.696705251488824562e-01,5.185753029710711282e-01,5.474527538661219106e-01,4.625544478426075745e-01,6.191605494952502342e-01,4.921617576027126351e-01,3.846785138931913539e-01,5.600073455319388716e-01,4.184521449180238495e-01,5.848843684658464603e-01,5.522715339360638742e-01,4.805896757714736567e-01,4.872022877619305303e-01,3.992151072802017642e-01,4.697162456386402840e-01,4.111000040750439899e-01,5.867989821682028095e-01,4.884951721643312483e-01,4.465710518418155028e-01,6.141708223280402112e-01,5.304377147540060289e-01,4.558457717759504813e-01,4.351937780770842035e-01,3.868384027588031016e-01,5.991900447144113961e-01,4.630850325823895330e-01,4.255296000281462154e-01,5.252002963001509706e-01,5.246102849542533253e-01,6.006929963444749276e-01,4.705111955835730719e-01,5.998846916872443424e-01,5.698143880633372849e-01,4.910194613186034118e-01,5.327076137317410254e-01,4.512289192316947806e-01,6.145762911998589040e-01,4.444336134217991563e-01,4.305723038182227569e-01,4.597284533704826814e-01,4.243794890444585466e-01,5.590510843318534651e-01,4.134062739821581789e-01,5.313250905213368069e-01,6.076692187729387795e-01,1.000000000000000000e+00
3.905222099318855222e-01,2.834297481608228919e-01,3.056258571125849977e-01,4.292624077032204943e-01,3.298574621453204125e-01,2.591535143613371006e-01,7.488419301418682839e-01,7.811112986080315235e-01,6.119830718652670143e-01,4.845281399635266717e-01,8.148494523095445308e-01,7.726001364263531679e-01,4.722356462046359282e-01,2.951120542139655245e-01,4.793510877719430185e-01,4.472401969630565022e-01,5.136398064894448501e-01,2.754128034549190307e-01,4.596761594577060683e-01,4.332313287799067769e-01,3.336513584214478301e-01,3.558062140910051019e-01,4.256217804439337837e-01,4.247801201807214211e-01,4.539060447816082866e-01,5.159606878206698388e-01,4.031624558057749219e-01,4.206075472304969809e-01,5.461515255405385849e-01,4.217152523738089687e-01,4.154682017662405524e-01,6.004654863028977552e-01,5.571237639993614765e-01,5.485098946985269563e-01,3.795387246554424721e-01,4.684942136071352792e-01,4.060730410405122837e-01,4.708634806961064512e-01,5.773585589421733610e-01,5.202712199655691316e-01,5.220569603550259119e-01,6.145027680563259764e-01,5.242009337633549704e-01,4.268492448726414201e-01,5.589628471007943578e-01,5.542344878479724679e-01,3.980619897349776393e-01,5.798621018311553854e-01,4.974959704515845571e-01,4.097895602443541452e-01,5.005368154217358923e-01,4.182355812447041132e-01,5.172209778263412439e-01,5.762317655688964368e-01,4.292526797070089772e-01,4.350233582878643146e-01,5.921578537005814935e-01,4.307563539938032982e-01,4.778254824441799387e-01,4.725788375163663124e-01,1.000000000000000000e+00
5.776827817929292008e-01,5.374525594281762686e-01,4.910740345363894810e-01,4.389435625905280802e-01,3.023008836458903614e-01,5.370306832663463981e-01,7.482123369735267371e-01,5.062652313995424924e-01,6.164818606529012257e-01,7.420641499497762084e-01,6.031367237468692188e-01,5.248138348724363800e-01,5.489813623368985374e-01,4.728383422537333347e-01,4.045573893473368154e-01,2.071882492459202751e-01,3.105178606333072744e-01,2.955567972155774270e-01,4.977241132779918198e-01,5.276994206743997884e-01,4.964395537127636038e-01,5.484659369178268573e-01,5.239647979507849884e-01,5.317829486009053586e-01,4.403706933689176539e-01,4.447265134216540905e-01,5.579515287300251813e-01,5.681854086120274872e-01,5.646660790698629917e-01,5.106761674843811605e-01,6.260232310774499487e-01,5.417170877692388808e-01,4.915755975033733183e-01,4.008972080720379361e-01,4.770943326609827229e-01,4.432234990145351161e-01,4.831262093518127188e-01,5.056749587313059680e-01,5.529958310331983817e-01,4.147183628556431745e-01,4.514794816846153247e-01,5.629849691472574857e-01,5.613409513537125362e-01,4.648029547601800759e-01,4.002838254683808716e-01,4.369273974041628095e-01,3.968125836827220976e-01,4.461737102164067270e-01,6.039709103241079902e-01,5.226029414992233724e-01,5.964746907579042690e-01,5.361900176536671392e-01,4.032026800754089924e-01,5.028819187529668389e-01,5.972229487118579927e-01,5.926606652908670281e-01,4.528072103521565417e-01,5.595301775456632543e-01,5.028266135787508029e-01,5.931874460974115859e-01,1.000000000000000000e+00
9.356781077686938675e-01,5.535288821683138627e-01,4.987105828165669386e-01,2.031739293945926395e-01,1.166427376741019373e-01,3.073759108584125932e-01,5.973007623800912214e-01,8.989518050066910293e-01,6.190232437420694067e-01,4.954375973187959414e-01,6.308598578907198551e-01,6.363255835585573950e-01,4.459036151593313013e-01,5.316952503672092156e-01,2.946611652913228574e-01,2.479923431900796227e-01,4.842222928068803389e-01,5.733239044775423343e-01,5.799578980815823792e-01,3.670754824833101226e-01,5.346958197634659182e-01,3.835131834196420231e-01,3.680158588151091759e-01,4.806857030946338760e-01,4.326626249041219952e-01,4.699372168828709340e-01,5.271126003894239798e-01,3.440705399568443346e-01,4.949097566026920414e-01,5.190588815723643501e-01,6.526066559606665818e-01,6.063501965189204146e-01,4.338466641176714211e-01,3.859245682142502520e-01,3.947842171723885962e-01,4.718111799959848751e-01,3.986663484050522732e-01,5.321752092179069527e-01,3.873222804682865950e-01,5.253875000790494409e-01,4.767681852716116886e-01,5.587515724659420924e-01,3.941556805777143846e-01,4.972216701252532567e-01,4.559527207529294746e-01,4.357571179919007553e-01,5.351581292622240582e-01,5.930578269985744555e-01,4.276506411046788192e-01,5.473448202245023708e-01,5.505223187359876702e-01,5.764483615683906326e-01,4.021481292913167693e-01,4.342869639252348035e-01,5.859153041586826483e-01,4.731728413666497768e-01,4.560078965264527384e-01,4.913294685996560940e-01,4.865428614402950158e-01,5.611665212303805772e-01,1.000000000000000000e+00
4.299852793186903499e-01,3.977745832939549309e-01,3.961969189926153878e-01,4.663039957105036271e-01,3.363404922958510568e-01,5.311325687024148756e-01,4.707029312331631465e-01,8.363936755108529741e-01,7.685286653593264017e-01,8.550270948531155657e-01,6.298064002923883242e-01,5.956205331996631269e-01,5.115022503770035867e-01,2.499209428926922327e-01,2.580926481620405832e-01,3.303546108432803274e-01,5.233977961297888726e-01,5.492686816480708556e-01,5.817770187075504973e-01,3.434106033334484720e-01,3.526252612348938498e-01,5.293572167588920241e-01,4.342928042039044256e-01,6.010627303273294864e-01,4.930768180051065541e-01,4.296744226573403491e-01,3.580653490312200593e-01,3.765697382374281199e-01,4.729383649484056873e-01,5.771150475946206226e-01,4.129337738816291070e-01,4.863483014092904178e-01,4.420564583080052179e-01,4.352424596047871908e-01,3.760842523102422841e-01,5.677789715754172351e-01,4.649913917004819264e-01,3.912970278327571605e-01,5.423340489918974106e-01,3.875784144386810182e-01,6.174331818660691029e-01,6.189885623717575891e-01,5.817894463373856073e-01,4.522465427478478683e-01,5.382881245556856431e-01,6.033271723669474396e-01,4.712848623114395674e-01,6.078781604179024356e-01,5.503000844346854770e-01,5.771330008819736124e-01,6.008671591615631913e-01,4.428592454741168694e-01,5.084591959161066654e-01,5.598786851405496146e-01,5.499128772300766466e-01,4.063252325553879940e-01,5.495135497215268838e-01,4.960409613248601413e-01,5.662893772401049741e-01,4.637419182594696432e-01,1.000000000000000000e+00
