4.736842105263157632e-01,2.043795620437956206e-01,1.409395973154362325e-01,5.169491525423728362e-01,4.561403508771929571e-01,5.090909090909090384e-01,9.690721649484536071e-01,1.846153846153846256e-01,3.188405797101449002e-01,5.269320843091335194e-01,7.882807017543859152e-01,8.265412109732999113e-01,5.150640753628108470e-01,5.632122507122506727e-01,5.251771726967550125e-01,4.774127310061600238e-02,8.456611255147170603e-01,7.236958443854996093e-01,3.855042016806722871e-01,3.292568203198494858e-01,2.631862217438105667e-01,4.613017751479289719e-01,2.444113263785395174e-01,2.052091554853986144e-01,3.062681830203650146e-01,1.885940146809711448e-01,1.460794844253491265e-01,1.000000000000000000e+00
4.736842105263157632e-01,3.649635036496350071e-02,2.684563758389261687e-02,3.813559322033898136e-01,1.228070175438596423e-01,2.545454545454545192e-01,4.123711340206185350e-01,1.076923076923076983e-01,2.028985507246376940e-01,5.297670405522001413e-01,9.569824561403509344e-01,9.415286857701471446e-01,6.685054739879487951e-01,9.024216524216525093e-01,7.974636329727713413e-01,6.144763860369609754e-01,9.007167912154948608e-01,8.256704980842911601e-01,3.366596638655462992e-01,3.146754468485418732e-01,2.615715823466093215e-01,4.362130177514791929e-01,3.055141579731743273e-01,2.052091554853986144e-01,3.157894736842105643e-01,3.083003952569169370e-01,2.287862513426422995e-01,2.000000000000000000e+00
4.210526315789473450e-01,2.189781021897810320e-02,2.013422818791946178e-02,3.474576271186440857e-01,1.052631578947368363e-01,1.454545454545454475e-01,4.020618556701031077e-01,1.076923076923076983e-01,1.739130434782608647e-01,5.933686675705658331e-01,9.706666666666665666e-01,9.436671350888982124e-01,7.143342103029788337e-01,9.200498575498575748e-01,9.095486758672136629e-01,6.370636550308008683e-01,8.982766509074271433e-01,8.523430592396110672e-01,4.020483193277311074e-01,3.287864534336782385e-01,3.503767491926803035e-01,4.965680473372780512e-01,3.904619970193740630e-01,2.936069455406472573e-01,3.504363924887595738e-01,2.772444946357989215e-01,2.137486573576799220e-01,2.000000000000000000e+00
4.210526315789473450e-01,1.386861313868613110e-01,1.073825503355704675e-01,3.644067796610169219e-01,4.035087719298245390e-01,4.545454545454545303e-01,7.113402061855670366e-01,1.384615384615384692e-01,2.028985507246376940e-01,5.849870578084555017e-01,8.586666666666666892e-01,8.664385654059998387e-01,6.912501060850376744e-01,6.173433048433047965e-01,5.921298023125698418e-01,3.224845995893224071e-01,8.689949672106145329e-01,8.243442381373415895e-01,3.348214285714286031e-01,3.250235183443085929e-01,3.089343379978471971e-01,4.430769230769230349e-01,3.397913561847988317e-01,2.383583267561168451e-01,3.160539539804284037e-01,3.083003952569169370e-01,2.314715359828141972e-01,1.000000000000000000e+00
1.973684210526315819e-01,2.919708029197080196e-02,2.013422818791946178e-02,2.457627118644067910e-01,1.403508771929824483e-01,1.272727272727272596e-01,3.505154639175257492e-01,1.076923076923076983e-01,1.594202898550724501e-01,7.838037717243930835e-01,9.604912280701755067e-01,9.429339524653265192e-01,7.924976661291691649e-01,8.844373219373219408e-01,9.233494964565460705e-01,6.666324435318276009e-01,9.100198261400029853e-01,8.772472737989979175e-01,3.763130252100840289e-01,3.118532455315146112e-01,2.206673842841765376e-01,4.556213017751478689e-01,2.548435171385990961e-01,1.878453038674033904e-01,3.160539539804284037e-01,2.495765104460755945e-01,1.885069817400644165e-01,2.000000000000000000e+00
3.684210526315789269e-01,2.627737226277372384e-01,2.483221476510067138e-01,3.305084745762711940e-01,4.736842105263157632e-01,3.818181818181818343e-01,5.154639175257731409e-01,1.538461538461538547e-01,1.884057971014492794e-01,6.238136324417601353e-01,7.317192982456139916e-01,7.285391336225330861e-01,6.958329797165407893e-01,5.448717948717948234e-01,6.540469973890339350e-01,4.950718685831621557e-01,8.828732652127496694e-01,8.622163277335690434e-01,4.146533613445378408e-01,3.207902163687676445e-01,2.545748116254036297e-01,4.617751479289940453e-01,2.205663189269746749e-01,1.957379636937648382e-01,2.829939169531869303e-01,1.338226990400902816e-01,1.020408163265306284e-01,1.000000000000000000e+00
6.842105263157894912e-01,3.649635036496350071e-02,4.697986577181208212e-02,5.338983050847457834e-01,1.403508771929824483e-01,2.363636363636363591e-01,6.494845360824742508e-01,1.230769230769230838e-01,2.753623188405797118e-01,3.961543202267965302e-01,9.545964912280702208e-01,9.189833200953135828e-01,5.369600271577696926e-01,8.919159544159543929e-01,8.390525923162998057e-01,4.205338809034907532e-01,8.601494585938690429e-01,7.235484821691718915e-01,1.788340336134454089e-01,3.259642521166509765e-01,2.874058127018299102e-01,1.358579881656803434e-01,2.146050670640834435e-01,5.998421468034732806e-02,1.269505421846072457e-01,3.879164313946921738e-01,3.114930182599355279e-01,4.000000000000000000e+00
4.210526315789473450e-01,1.021897810218978103e-01,7.382550335570470246e-02,3.474576271186440857e-01,2.631578947368420907e-01,3.272727272727272707e-01,4.845360824742268036e-01,1.230769230769230838e-01,2.463768115942029102e-01,5.926291137680266274e-01,8.938947368421051864e-01,8.950937862772651021e-01,7.158618348468132053e-01,7.597934472934472216e-01,7.230511003356956401e-01,5.555441478439424596e-01,8.827207564434954579e-01,7.783672266430887721e-01,3.101365546218487479e-01,3.320790216368767478e-01,3.353067814854682194e-01,4.300591715976330720e-01,3.487332339791355817e-01,2.478295185477506490e-01,3.107643480560697835e-01,3.167701863354036584e-01,2.395273899033297516e-01,3.000000000000000000e+00
6.052631578947368363e-01,4.379562043795620641e-02,3.355704697986577195e-02,4.152542372881355970e-01,1.403508771929824483e-01,1.818181818181818232e-01,4.639175257731958935e-01,1.230769230769230838e-01,2.028985507246376940e-01,4.000986071736718497e-01,9.432280701754385266e-01,9.250320767397811617e-01,6.106254773826699234e-01,8.815883190883191389e-01,8.577023498694517079e-01,5.474332648870636753e-01,9.080372121396979024e-01,8.430592396109637399e-01,4.225315126050420700e-01,3.052681091251175927e-01,2.416576964477933631e-01,4.762130177514792284e-01,2.235469448584202767e-01,1.925808997632202368e-01,2.946310499867759725e-01,1.558441558441557850e-01,1.213748657357679728e-01,2.000000000000000000e+00
3.421052631578947456e-01,1.532846715328467224e-01,1.208053691275167846e-01,4.491525423728813804e-01,2.807017543859648967e-01,3.818181818181818343e-01,5.773195876288659267e-01,1.076923076923076983e-01,2.028985507246376940e-01,6.495747565635400234e-01,8.461754385964912473e-01,8.597177246899248004e-01,6.006959178477466743e-01,7.425213675213675479e-01,6.697127937336814218e-01,4.488706365503079554e-01,8.975141070611559746e-01,8.237547892720306075e-01,3.295693277310924874e-01,3.113828786453434194e-01,2.405812701829924682e-01,4.426035502958579060e-01,3.070044709388971560e-01,1.965272296764009607e-01,3.274266067177994954e-01,3.280632411067193055e-01,2.422126745435015938e-01,1.000000000000000000e+00
