1.000000000000000000e+00,9.976949999999999985e-01,4.705550000000000010e-01,9.262150000000000105e-01,5.115300000000000402e-01,9.169899999999999718e-01,3.114599999999999591e-01,1.000000000000000000e+00,5.188000000000000389e-01,9.262150000000000105e-01,4.112250000000000072e-01,7.987750000000000128e-01,2.752749999999999919e-01,8.026800000000000601e-01,3.088849999999999651e-01,9.217800000000000438e-01,3.072900000000000076e-01,7.910599999999999854e-01,3.390400000000000080e-01,7.848550000000000804e-01,3.516299999999999981e-01,6.847300000000000608e-01,2.632149999999999768e-01,7.840549999999999464e-01,2.441450000000000009e-01,7.053899999999999615e-01,2.691600000000000104e-01,6.063300000000000356e-01,3.295500000000000096e-01,7.113350000000000506e-01,2.275650000000000173e-01,5.932049999999999823e-01,2.734999999999999654e-01,2.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,4.058549999999999658e-01,9.651750000000000052e-01,3.192200000000000037e-01,4.456600000000000006e-01,3.201500000000001567e-02,1.000000000000000000e+00,4.772549999999999848e-01,7.543699999999999850e-01,1.612850000000000117e-01,6.721599999999999797e-01,1.514650000000000163e-01,2.415749999999999842e-01,1.242500000000001936e-02,5.274950000000000472e-01,1.888150000000000106e-01,6.655450000000000532e-01,0.000000000000000000e+00,4.342449999999999921e-01,2.734999999999999654e-01,4.097199999999999731e-01,3.213300000000000045e-01,3.983400000000000274e-01,3.671550000000000091e-01,3.976600000000000135e-01,4.079949999999999966e-01,4.047999999999999932e-01,4.420350000000000112e-01,4.168700000000000183e-01,4.685599999999999765e-01,4.313099999999999712e-01,4.877650000000000041e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,4.831750000000000211e-01,1.000000000000000000e+00,5.024250000000000105e-01,1.000000000000000000e+00,4.396900000000000253e-01,9.448250000000000259e-01,5.059900000000000508e-01,8.654100000000000126e-01,5.267300000000000315e-01,9.272150000000000114e-01,5.041349999999999998e-01,7.729550000000000587e-01,5.014950000000000241e-01,9.188749999999999973e-01,4.317799999999999971e-01,8.776749999999999829e-01,4.572999999999999843e-01,8.544350000000000556e-01,3.624899999999999789e-01,7.169250000000000345e-01,4.396900000000000253e-01,7.876400000000000068e-01,2.988999999999999990e-01,7.949200000000000710e-01,3.892749999999999821e-01,7.155000000000000249e-01,4.131750000000000145e-01,8.021800000000000042e-01,3.790999999999999925e-01,7.802249999999999464e-01,3.088100000000000289e-01,2.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,2.741949999999999665e-01,1.000000000000000000e+00,1.000000000000000000e+00,8.560799999999999521e-01,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00,5.725799999999999779e-01,7.704699999999999882e-01,3.033500000000000085e-01,0.000000000000000000e+00,2.276650000000000063e-01,1.501250000000000084e-01,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00,9.534750000000000725e-01,7.580649999999999888e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.995049999999999990e-01,6.284100000000000241e-01,1.000000000000000000e+00,3.380900000000000016e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,4.879950000000000121e-01,9.707000000000000073e-01,5.326549999999999896e-01,9.605299999999999949e-01,3.837249999999999828e-01,8.857599999999999918e-01,4.180050000000000154e-01,7.639899999999999469e-01,3.986250000000000071e-01,7.820449999999999902e-01,4.964399999999999924e-01,6.719749999999999890e-01,3.627150000000000096e-01,7.646999999999999353e-01,3.911000000000000032e-01,7.255350000000000410e-01,4.109349999999999947e-01,5.299099999999999921e-01,3.221249999999999947e-01,5.115450000000000275e-01,2.356050000000000089e-01,5.164299999999999446e-01,1.742099999999999760e-01,5.664500000000000091e-01,2.339700000000000113e-01,5.121550000000000269e-01,1.890149999999999886e-01,4.714650000000000230e-01,2.021350000000000091e-01,4.769599999999999951e-01,1.715149999999999730e-01,2.000000000000000000e+00
1.000000000000000000e+00,5.116849999999999454e-01,4.970399999999999818e-01,4.503800000000000026e-01,4.402550000000000074e-01,4.961849999999999872e-01,4.408799999999999941e-01,5.735299999999999843e-01,5.331850000000000200e-01,5.189300000000000024e-01,4.684900000000000175e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.771400000000000086e-01,4.223000000000000087e-01,4.982849999999999779e-01,4.490199999999999747e-01,4.421249999999999902e-01,4.729300000000000170e-01,5.091900000000000315e-01,5.183450000000000557e-01,5.075950000000000184e-01,5.044399999999999995e-01,5.175650000000000528e-01,4.923250000000000126e-01,4.838000000000000078e-01,5.461150000000000171e-01,4.607050000000000312e-01,5.036599999999999966e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.998049999999999993e-01,5.600549999999999695e-01,1.000000000000000000e+00
1.000000000000000000e+00,9.879400000000000404e-01,4.469899999999999984e-01,9.730050000000000088e-01,3.960000000000000187e-01,9.640299999999999425e-01,3.582500000000000129e-01,9.299800000000000288e-01,3.632900000000000018e-01,8.988300000000000178e-01,2.603550000000000031e-01,8.911249999999999449e-01,2.461800000000000099e-01,8.731400000000000272e-01,1.928199999999999914e-01,7.897250000000000103e-01,1.595699999999999896e-01,6.892599999999999838e-01,1.317949999999999955e-01,6.816200000000000037e-01,1.171900000000000164e-01,6.594900000000000206e-01,1.012350000000000194e-01,6.139600000000000612e-01,9.183000000000002272e-02,5.682949999999999946e-01,8.745000000000002771e-02,5.230299999999999949e-01,8.802500000000001990e-02,4.786900000000000044e-01,9.340999999999999304e-02,4.308400000000000007e-01,9.512500000000001510e-02,2.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00
1.000000000000000000e+00,9.817750000000000643e-01,4.640099999999999780e-01,1.000000000000000000e+00,4.283350000000000213e-01,1.000000000000000000e+00,3.934349999999999792e-01,1.000000000000000000e+00,3.191300000000000248e-01,9.628499999999999837e-01,2.821549999999999891e-01,9.725500000000000256e-01,2.966600000000000348e-01,9.519599999999999174e-01,2.680949999999999722e-01,9.915249999999999897e-01,3.237149999999999750e-01,9.226849999999999774e-01,1.698999999999999955e-01,8.767300000000000093e-01,1.970549999999999802e-01,8.481849999999999667e-01,1.788750000000000062e-01,9.255299999999999638e-01,1.728000000000000091e-01,7.878849999999999465e-01,1.514400000000000190e-01,6.271750000000000380e-01,1.804049999999999820e-01,7.255700000000000482e-01,1.361049999999999760e-01,6.944749999999999535e-01,1.329000000000000181e-01,2.000000000000000000e+00
1.000000000000000000e+00,4.906800000000000050e-01,4.577050000000000285e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.573500000000000121e-01,3.659499999999999975e-01,2.716850000000000098e-01,3.091399999999999704e-01,5.000000000000000000e-01,5.000000000000000000e-01,3.317200000000000149e-01,6.930100000000000149e-01,3.143350000000000311e-01,5.750899999999999901e-01,8.186400000000000343e-01,6.105749999999999789e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.259850000000000025e-01,4.933699999999999752e-01,6.032250000000000112e-01,4.885300000000000198e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.829750000000000210e-01,6.204300000000000370e-01,4.589599999999999791e-01,6.903249999999999664e-01,1.000000000000000000e+00
