-9.020928744856803183e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.717041940515844245e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.720509237709478056e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.217386084111544475e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.913508022402212960e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.711199642420694333e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.048569862355185345e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.687471451485085483e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.584666671925582193e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.152064492446867483e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.777218065552581105e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482875480681569158e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.030346274410441687e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.342376702147446754e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.214963453509541047e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.305589757305965604e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.040412786131508505e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.254839653308770897e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.888398508495433337e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.288134698324395089e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.419162980892642922e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.427660864196128143e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.222715554021557516e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.149280966094173184e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.707128024475837780e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.379311714176522013e-02,0.000000000000000000e+00,0.000000000000000000e+00
-1.195834183669923223e-01,0.000000000000000000e+00,0.000000000000000000e+00
-8.827733432714099937e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.400958061281290634e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.865357018661622790e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.944398184149613185e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.921433597950286953e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.042479105170155185e-01,0.000000000000000000e+00,0.000000000000000000e+00
-3.262643391625945632e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.073262625216469868e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.172787467478734857e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.520746781852979068e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.052111400702034905e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.715036755915694933e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.323510815199847812e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.655372913310293792e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.139913817146933184e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.860318335053527283e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.243421559438089741e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.742730601538201807e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.605815486590516095e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.650133689243652668e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.331845272687152415e-01,0.000000000000000000e+00,0.000000000000000000e+00
-3.469675980591341302e-01,0.000000000000000000e+00,0.000000000000000000e+00
-4.581509338996007652e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.320378101213718069e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.336346835162096180e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.003189972804759078e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.637021051759519744e-02,0.000000000000000000e+00,0.000000000000000000e+00
-1.755090492068366759e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.635617853642836295e-01,0.000000000000000000e+00,0.000000000000000000e+00
-6.189299392155545032e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.506319180851548145e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500195388268746655e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.956447094252454777e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.273743109239838522e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.345724494109621416e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.288267186004655951e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.713672364560547612e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.396416984556487773e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.166826061110858404e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.527544109578686138e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.010920575545527056e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.415145128538566777e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.009919926959871539e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.036658225655539223e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.659671618588402398e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.096941181695093165e-01,0.000000000000000000e+00,0.000000000000000000e+00
